datetime_est,ulid,event_ulid,news_batch_size,news_batch_summary,news_sentiment,news_sentiment_intensity,news_sentiment_explanation,news_dominant_sentiment,next_news_prediction,fg_label,fg_score,fg_key_factors,price_change,price_change_pct,price_change_anomaly,volume_normalized,volume_zscore,volume_percentile,volume_anomaly,volatility_10,volatility_30,volatility_60,volatility_anomaly,rsi,ema_7,ema_14,ema_50,ema_200,macd,macd_signal,bollinger_upper,bollinger_lower,atr_14
2025-02-28 05:00:00,"['2025-02-646173905', '8569020471', '8569021619', '8569024173', '8569024318', '8569024323', '8569025749', '8569026642', '8569027112', '8569029682', '8569032569', '8569033426', '8569033514', '8569033523', '8569034127', '8569034292', '8569035692', '8569035736']","['eng-10383588', 'deu-1915030', nan, nan, nan, nan, nan, nan, 'spa-3769453', 'eng-10378016', 'deu-1916014', nan, nan, nan, nan, nan, nan, nan]",18,"Bitcoin has fallen below $80,000 for the first time since November, losing over 28% from its all-time high of $109,000, largely due to President Trump's trade tariffs and a $1.5 billion theft from the Bybit exchange, impacting market confidence and leading to significant sell-offs in the cryptocurrency market.","['Panic', 'Despair', 'Uncertainty']",8.0,"The significant drop in Bitcoin's price, coupled with the surrounding negative news about trade policies, major losses for short-term holders, and the hack of a major exchange, would likely evoke strong feelings of fear and urgency among retail investors. This panic may lead many to sell off their holdings to avoid further losses, driven by the fear of being caught in a prolonged downturn.",PANIC,none,Extreme Fear,10.0,"['Bitcoin fell below $80,000 for the first time since November, dropping 28% from its peak.', ""Major sell-offs due to Trump's tariff announcements have created panic in the market."", 'Significant loss reported by short-term Bitcoin holders totaling $2.16 billion.', 'The Bybit hack resulted in a loss of $1.49 billion, further damaging market confidence.', 'The Crypto Fear and Greed Index hit its lowest level in two years with a score of 10.']",-607.39,-0.76,True,0.05,0.13,0.73,False,0.005885844837648296,0.004540550805359015,0.005412743575022774,True,49.69,79906.38,79709.37,80374.33,83297.01,-14.11,-206.77,80642.11,78269.86,2356.1800000000076
2025-02-28 05:10:00,"['2025-02-646181160', '2025-02-646181318', '2025-02-646182089', '8569034605', '8569035656', '8569037912', '8569039351', '8569039716', '8569041383', '8569042468', '8569043426', '8569045102', '8569045618', '8569049570', '8569049604']","['spa-3769223', nan, 'eng-10382631', 'deu-1915030', nan, nan, nan, nan, nan, 'deu-1915030', 'eng-10379224', 'spa-3769223', 'eng-10382737', nan, nan]",15,"Bitcoin has dropped nearly 28% from its all-time high of around $110,000 in January, falling below $80,000 amid political uncertainty, new tariffs announced by President Trump, and a significant security breach at a major exchange.","['Panic', 'Anxiety', 'Disappointment']",8.0,"The average retail investor is likely feeling a heightened sense of fear and urgency after reading about Bitcoin's significant drop, which has erased substantial value in a short period. This news, combined with broader market uncertainties and security breaches, may prompt impulsive selling behavior driven by the fear of further losses.",PANIC,none,Extreme Fear,20.0,"['Bitcoin has fallen almost 28% since its all-time high, indicating significant loss of value.', ""Political uncertainty due to Trump's tariff announcements is causing panic among investors."", 'A major hack of a cryptocurrency exchange has heightened fears about the security of digital assets.', 'The overall cryptocurrency market has lost approximately $1 trillion in value, reflecting widespread selling.', 'Expert analyses predict further declines, with potential prices projected in the low $70,000s.']",192.71,0.24,False,0.03,-0.33,0.48,False,0.005890017211877151,0.004549233530954153,0.005429899713760387,True,51.92,79915.34,79740.42,80357.38,83263.63,2.75,-164.86,80689.19,78279.17,2356.1800000000076
2025-02-28 05:20:00,"['2025-02-646189511', '2025-02-646190509', '8569049585', '8569049589', '8569049592', '8569049601', '8569052947', '8569054993', '8569056014', '8569058536', '8569060608', '8569061404', '8569062023', '8569062479', '8569063166']","[nan, nan, nan, 'eng-10384359', nan, nan, nan, nan, nan, nan, nan, 'eng-10390137', nan, nan, nan]",15,"Bitcoin's value has dropped below $80,000 amidst macroeconomic uncertainty and regulatory developments, with potential support levels around $74,000 to $75, while recent sell-offs and security breaches in the crypto market exacerbate investor concerns.","['Panic', 'Caution', 'Disappointment']",8.0,"The average retail investor is likely to feel a heightened sense of fear and urgency to sell due to the significant price drop and uncertainty surrounding Bitcoin's future. The emotional response is driven by loss aversion, where the fear of losing capital prompts immediate action to mitigate perceived losses, potentially leading to herd behavior as more investors react similarly.",PANIC,none,Extreme Fear,15.0,"['Bitcoin has fallen below key support levels, losing over 20% of its value in the past month.', ""Macroeconomic uncertainty and the Federal Reserve's policies are causing heightened caution among investors."", 'Major security breaches in the crypto market, including a $1.5 billion hack, are further eroding confidence.', ""Negative sentiment around regulatory changes and Trump's recent tariff announcements are contributing to panic selling."", 'The Crypto Fear & Greed Index reflects extreme fear, indicating a significant pullback in investor sentiment.']",16.48,0.02,False,0.04,-0.04,0.66,False,0.005601026701822308,0.004475277052775114,0.00542980285184258,True,52.12,79926.19,79769.53,80341.75,83230.75,17.24,-128.44,80717.12,78276.85,2356.1800000000076
2025-02-28 05:30:00,"['2025-02-646201210', '2025-02-646203135', '2025-02-646205817', '2025-02-646205927', '2025-02-646206263', '2025-02-646207694', '8569067454', '8569070806', '8569071009', '8569074181', '8569080515']","[nan, nan, 'eng-10383588', 'eng-10378016', 'eng-10371805', nan, 'spa-3767139', nan, nan, 'eng-10389248', 'eng-10381192']",11,"The cryptocurrency market is in turmoil as Bitcoin drops to $79,100, a critical support level, driven by macroeconomic concerns, including US tariffs and increased selling by institutional investors, while emerging tokens like Metgain (METG) aim to reshape the landscape beyond Bitcoin and Ethereum.","['Panic', 'Anxiety', 'Despair']",8.0,"The news of Bitcoin dropping below the $80,000 support level, along with the significant market sell-off, is likely to trigger fear and anxiety among retail investors, prompting them to consider selling their holdings to avoid further losses. This panic is exacerbated by recent market volatility and macroeconomic concerns, leading many to react impulsively and potentially engage in herd behavior.",PANIC,none,Extreme Fear,10.0,"[""Bitcoin's price fell below $80,000, marking a significant drop and triggering widespread panic selling."", 'The total crypto market cap has plunged to $2.67 trillion from over $3 trillion within days, reflecting market distress.', ""Macroeconomic concerns, particularly Trump's tariffs and geopolitical tensions, are contributing to heightened market volatility and investor anxiety."", 'Institutional sell-offs, particularly by BlackRock, have exacerbated negative sentiment and driven significant outflows from the market.']",-183.08,-0.23,False,0.03,-0.31,0.5,False,0.005588939085071296,0.004496107545035977,0.005427413646278027,True,49.69,79888.55,79770.34,80319.55,83196.37,13.8,-99.99,80684.44,78282.91,2356.1800000000076
2025-02-28 05:40:00,"['2025-02-646211607', '8569036929', '8569080364', '8569086789', '8569086868', '8569087723', '8569092933', '8569093442']","['eng-10383588', 'eng-10370839', nan, 'eng-10383588', 'eng-10383605', 'eng-10371000', nan, 'eng-10381192']",8,"Bitcoin and Ethereum ETFs are facing historic outflows exceeding $3 billion amid a severe market downturn, driven by geopolitical tensions and investor panic over U.S. tariffs, while prominent figures like Michael Saylor urge confidence in Bitcoin's long-term value despite short-term volatility.","['Panic', 'Fear', 'Uncertainty']",8.0,"The combination of significant market sell-offs, record outflows from Bitcoin and Ethereum ETFs, and macroeconomic uncertainties likely triggers fear and urgency among average retail investors. They may feel compelled to sell their holdings to avoid further losses, reflecting a strong emotional reaction to the overwhelming negative news.",PANIC,none,Extreme Fear,20.0,"['Record-breaking outflows from Bitcoin and Ethereum ETFs, totaling $3.65 billion.', 'Bitcoin price dropping below $80,000, marking a significant weekly decline of 18% and the largest drawdown since November 2022.', 'Investor panic and risk-off sentiment due to geopolitical tensions and new U.S. tariffs.', 'Expert commentary highlighting ongoing liquidity issues and macroeconomic uncertainties.', 'Significant declines in the overall crypto market cap and stock market, causing further investor anxiety.']",418.11,0.52,True,0.04,-0.09,0.64,False,0.005579436912756103,0.004591047912088571,0.005471657263886861,True,54.86,79964.85,79826.8,80314.62,83166.49,44.29,-71.14,80760.03,78275.75,2356.1800000000076
2025-02-28 05:50:00,"['2025-02-646222229', '2025-02-646226234', '2025-02-646226322', '2025-02-646226362', '2025-02-646227281', '8569091992', '8569092003', '8569097269', '8569097644', '8569101263', '8569104370', '8569104371', '8569107480', '8569107482', 'p-8569096886']","['deu-1915030', nan, nan, 'eng-10379224', nan, nan, nan, 'eng-10380047', 'deu-1915030', nan, 'eng-10382808', 'eng-10383588', 'deu-1916137', nan, nan]",15,"Bitcoin has plummeted below $80,000, down over 28% since reaching a record high of $109,356 at Trump's inauguration, primarily due to his tariff policies and a major hack at Bybit, prompting analysts to view the dip as a potential buying opportunity despite ongoing market volatility.","['Panic', 'Concern', 'Despair']",8.0,"The significant drop in Bitcoin's price below $80,000, combined with geopolitical concerns and major theft incidents, is likely to evoke fear and urgency among retail investors. Many may feel compelled to sell to avoid further losses, reflecting a panic reaction typical in volatile market conditions.",PANIC,none,Extreme Fear,18.0,"['Bitcoin has fallen below $80,000, down over 28% from its all-time high of $109,356.', ""Investor panic due to Trump's tariff policies and a significant $1.5 billion hack at Bybit exchange."", 'Increased volatility and net outflows from Bitcoin ETFs, indicating a loss of confidence.']",-152.75,-0.19,False,0.02,-0.44,0.38,False,0.005641910185649375,0.004590257109744486,0.005472735071093003,True,52.73,79983.89,79855.36,80303.89,83135.39,55.5,-45.81,80813.36,78308.83,2356.1800000000076
2025-02-28 06:00:00,"['2025-02-646228263', '2025-02-646230234', '2025-02-646234921', '2025-02-646235871', '8569111492', '8569111543', '8569111576', '8569114061', '8569114987', '8569114988', '8569118018', '8569118233', '8569125488', '8569126610', '8569126612']","['eng-10383588', nan, nan, 'eng-10390824', 'eng-10379955', nan, 'eng-10381485', nan, nan, nan, 'eng-10382631', nan, nan, nan, 'eng-10383203']",15,"A significant $5.78 billion in Bitcoin and Ethereum options are expiring amid heightened market volatility, with Bitcoin dropping below $80,000 and Ethereum facing a similar downturn, influenced by macroeconomic factors including U.S. tariffs, while traders exhibit mixed sentiments about potential rebounds and future price movements.","['Panic', 'Fear', 'Caution']",8.0,"The significant drop in Bitcoin prices, combined with the impending expiration of a large volume of options and heightened volatility, is likely to trigger strong feelings of fear and urgency among retail investors. Many may feel the need to sell to avoid further losses, driven by the fear of missing out on potential rebounds, while also worrying about the broader implications of economic factors such as tariffs.",PANIC,none,Extreme Fear,20.0,"['Bitcoin price fell below $80,000, marking a significant downturn of 6% in 24 hours and 21% over the last month.', 'Heightened volatility in Bitcoin and Ethereum, with short-term volatility for BTC at 90% and ETH surpassing 100%.', 'Concerns over U.S. tariffs and macroeconomic instability leading to increased selling pressure from miners and hedge funds.']",-5.69,-0.01,False,0.03,-0.34,0.47,False,0.0035767946098782893,0.004590203271651144,0.005473412032939167,True,52.65,79996.74,79879.35,80293.35,83104.55,63.19,-24.01,80851.51,78376.86,2229.290000000008
2025-02-28 06:10:00,"['2025-02-646239767', '2025-02-646242860', '8569125919', '8569127814', '8569129111', '8569130249', '8569135919', '8569139578', '8569142279', '8569143439', '8569143707']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'eng-10381485', 'deu-1914494']",11,"Bitcoin's price has fallen below $80,000, marking a significant decline amidst a broader market sell-off driven by macroeconomic factors, with predictions suggesting potential further drops to as low as $70,000, while large holders are beginning to accumulate again despite extreme market fear.","['Panic', 'Pessimism', 'Fear']",8.0,"The average retail investor is likely feeling overwhelmed by the alarming news of Bitcoin's significant price drop and the broader market bloodbath. This triggers a sense of urgency to sell to avoid further losses, as many new investors may be unfamiliar with the volatility of the crypto market. Additionally, the fear of missing out on potential recovery may compel some to act irrationally, leading to herd behavior.",PANIC,none,Extreme Fear,10.0,"['Bitcoin has dropped significantly, currently trading below $80K, marking a 20% fall from its all-time high.', ""The market is experiencing panic selling and widespread pessimism, as indicated by the sharp decline in Bitcoin's price and negative sentiment from various analysts."", 'Macroeconomic factors, including impending U.S. tariffs and liquidity concerns, are contributing to the bearish outlook.', 'The Crypto Fear & Greed Index reflects extreme fear among investors, indicating a risk-off sentiment.', 'Major sell-offs by large investors, including BlackRock, are exacerbating market conditions.']",225.54,0.28,False,0.03,-0.23,0.55,False,0.003718171643114329,0.004515893428008361,0.005493742783456481,True,55.6,80062.77,79930.22,80292.08,83076.25,86.49,-1.91,80920.62,78413.89,1756.770000000004
2025-02-28 06:20:00,"['2025-02-646248917', '2025-02-646249531', '2025-02-646254101', '2025-02-646254443', '2025-02-646255423', '2025-02-646257852', '8569139926', '8569144023', '8569144735', '8569150187', '8569150757', '8569158026', '8569158144']","[nan, 'eng-10383588', nan, nan, nan, nan, nan, 'deu-1915030', 'eng-10371332', nan, nan, nan, 'eng-10382737']",13,"The Bitcoin Ireland Conference 2025 will take place on May 24 at The Greenish Hotel in Dublin, featuring industry leaders discussing Bitcoin's impact and trends, while Bitcoin's price has sharply fallen below $80,000 due to economic uncertainties, a significant hack, and investor sentiment shifts, marking its lowest levels since November.","['Panic', 'Frustration', 'Uncertainty']",8.0,"The recent news about Bitcoin's significant drop and the triggering factors such as economic uncertainty, tariffs, and a major hack likely evoke strong feelings of fear and urgency among retail investors. Many may feel compelled to sell to prevent further losses, driven by the fear of a prolonged downturn and the instinct to act quickly in a rapidly changing market.",PANIC,none,Extreme Fear,15.0,"['Bitcoin has dropped over 25% since mid-December 2024, reaching its lowest levels since November 2024.', 'Major economic uncertainties, including fears of inflation due to proposed tariffs by the U.S. government, are contributing to negative market sentiment.', 'A significant $1.5 billion hack of a major cryptocurrency exchange has heightened investor anxiety.', 'Outflows from Bitcoin ETFs have surged, indicating a lack of confidence and increasing risk-off sentiment among investors.', 'Despite some bullish indicators from large holders beginning to buy, the overall market remains fragile and bearish.']",376.82,0.47,True,0.04,-0.16,0.59,False,0.0038128946503477802,0.0045816583008597275,0.005347508486669482,True,60.07,80206.5,80024.54,80305.63,83051.99,133.82,25.24,81046.41,78421.67,1535.25
2025-02-28 06:30:00,"['2025-02-646263500', '2025-02-646265808', '2025-02-646265940', '8569161991', '8569162145', '8569162466', '8569164051', '8569165123', '8569166234', '8569166669', '8569166710', '8569167257', '8569167755', '8569167759', '8569167988', '8569168262', '8569168341', '8569168467', '8569168831', '8569169251', '8569169352', '8569170114', '8569170153', '8569171290', '8569171479', '8569171616']","[nan, 'eng-10382186', 'eng-10373711', nan, nan, 'deu-1915030', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'spa-3766462', nan, 'eng-10373711', 'eng-10383588', nan]",26,"Bitcoin has dropped nearly 28% from its record high, falling below $80,000 amid a general market decline influenced by President Trump's tariff policies and a significant hack affecting crypto sentiment, marking its largest weekly fall since the FTX collapse in 2022.","['Panic', 'Caution', 'Disappointment']",8.0,"The significant decline in Bitcoin's value, coupled with geopolitical concerns and the recent hack of a major exchange, creates a sense of urgency and fear among retail investors. The emotional response is heightened due to the rapid loss of value, triggering a panic reaction to sell off investments to prevent further losses.",PANIC,none,Extreme Fear,20.0,"['Bitcoin has dropped nearly 28% in six weeks after reaching a historical high of $109,000.', ""Concerns over Trump's tariff policies have led to increased geopolitical tensions and investor caution."", 'The broader crypto market lost nearly half a trillion dollars in the past week, indicating widespread panic.', 'Significant outflows from Bitcoin ETFs, amounting to $2.27 billion, reflect a loss of confidence in crypto investments.', 'Rising inflation fears and a lack of concrete US crypto policy have further dampened market sentiment.']",-29.5,-0.04,False,0.04,-0.16,0.6,False,0.003778030072231994,0.00458403170019398,0.0052456511830543924,True,59.57,80306.91,80102.36,80317.5,83027.67,167.02,53.59,81082.73,78589.1,1426.8999999999942
2025-02-28 06:40:00,"['8569172760', '8569173439', '8569174106', '8569174954', '8569175148', '8569176920', '8569177557', '8569178213', '8569178533', '8569179940', '8569179955', '8569181372', '8569181381', '8569181620', '8569186740']","[nan, 'spa-3769453', 'eng-10383588', 'eng-10383588', 'eng-10378548', nan, 'eng-10373711', 'eng-10382631', 'spa-3767139', nan, nan, nan, 'spa-3767139', 'spa-3766462', 'spa-3767139']",15,"Bitcoin's value has plummeted below $80,000 for the first time since November, driven by market uncertainty following President Trump's proposed tariffs, a significant $1.5 billion crypto heist, and declining institutional confidence, resulting in a total market loss of nearly $1 trillion.","['Panic', 'Uncertainty', 'Concern']",9.0,"The combination of significant market declines, fears surrounding macroeconomic policies, and a major cryptocurrency hack has triggered extreme anxiety and fear among retail investors. This heightened sense of urgency to sell and avoid further losses is indicative of panic, as many investors may worry about losing their investments amidst the uncertainty.",Panic,none,Extreme Fear,16.0,"['Significant decline in Bitcoin price, dropping below $80,000 and losing over 25% from its historical high.', 'Recent $1.5 billion hack of the Bybit exchange causing widespread investor panic and loss of confidence.', ""Trump's tariff policies creating macroeconomic uncertainty and fears of inflation, leading to risk-off sentiment among investors."", 'Large outflows from Bitcoin ETFs, indicating a lack of institutional confidence in the market.', ""Overall market drop in crypto assets, with Bitcoin's correlation to tech stocks adding to the bearish outlook.""]",110.61,0.14,False,0.04,-0.07,0.64,False,0.00257214784890587,0.004554001182570096,0.005244879275923651,True,60.9,80409.88,80184.55,80333.23,83004.7,199.95,82.86,81147.36,78709.43,1166.37000000001
2025-02-28 06:50:00,"['2025-02-646281621', '2025-02-646284644', '2025-02-646285995', '2025-02-646288020', '2025-02-646291034', '8569190368', '8569191481', '8569192502', '8569195360']","[nan, nan, nan, nan, 'eng-10373711', 'spa-3767139', 'spa-3766462', nan, 'eng-10384359']",9,"The NEOS Bitcoin High Income ETF declared a monthly dividend of $1.4319 per share, while Bitcoin's price fell below $80,000 for the first time since November, reflecting a broader market downturn linked to economic uncertainties and recent tariff announcements from the U.S. government.","['Panic', 'Uncertainty', 'Fear']",8.0,"The average retail investor is likely to experience panic due to the significant and rapid decline in Bitcoin's price, which has dropped below $80,000 for the first time since November, triggering fears of further losses. This drastic shift in market sentiment, along with external factors such as potential tariffs and recent hacks, intensifies feelings of urgency to sell and cut losses, amplifying a herd mentality.",PANIC,none,Extreme Fear,10.0,"[""Bitcoin's price fell below $80,000, with a drop of over 5% on a single day."", 'A significant 27% decline since recent highs, marking the largest weekly drop since the FTX collapse.', 'Macroeconomic uncertainties, including new tariffs from the Trump administration, negatively impacting market sentiment.', 'Widespread panic selling in the crypto market, with major declines in other cryptocurrencies like Ethereum and a noted loss in crypto-related stocks.', 'Recent news of a $1.5 billion hack at a major exchange has further eroded investor confidence.']",-174.67,-0.22,False,0.03,-0.37,0.44,False,0.0027363685642356104,0.00458048809147522,0.005206759659987777,True,57.67,80443.44,80232.49,80341.5,82980.21,209.54,108.2,81155.52,78866.74,1166.37000000001
2025-02-28 07:00:00,"['8569208843', '8569210206', '8569210976', '8569211119', '8569212630', '8569215150', '8569215154', '8569218048']","[nan, 'eng-10383605', 'eng-10379224', 'deu-1914494', 'spa-3767139', nan, 'eng-10371000', 'eng-10382808']",8,"Matrixport predicts Bitcoin's correction could extend until April, driven by macroeconomic factors and a strengthening US dollar, amidst a broader market sell-off that has wiped out over $325 billion from the crypto market, while innovative projects like Bitcoin Pepe gain momentum despite the downturn.","['Panic', 'Fear', 'Caution']",8.0,"The retail investor is likely feeling a strong sense of urgency and fear due to the significant market downturn, the loss of nearly $325 billion, and the mention of major sell-offs by Bitcoin whales. These factors create a heightened emotional state of panic, prompting the potential for hasty selling decisions as investors seek to mitigate perceived losses.",PANIC,none,Extreme Fear,15.0,"['Significant market sell-off leading to a loss of over $325 billion in the crypto market.', 'Bitcoin dropped below $80,000, marking its first significant correction in a week.', 'Major U.S. stock indexes also suffered, indicating a broader risk-off sentiment among investors.', 'Increased mentions of panic selling and liquidations totaling $1.3 billion.', 'Fear level indicated by the Bitcoin Fear & Greed Index dropping to 10, representing extreme fear.']",-137.85,-0.17,False,0.06,0.23,0.76,False,0.0028440782933262195,0.004545992376493656,0.005110689727019612,True,55.18,80434.14,80255.66,80344.04,82954.6,203.67,127.29,81034.95,79171.14,1166.37000000001
2025-02-28 07:10:00,"['2025-02-646298201', '8569216621', '8569217219', '8569218639', '8569221484', '8569222686', '8569223664', '8569227391', '8569227849', '8569228457', '8569228565', '8569228650', '8569229362', '8569229743', '8569231392', '8569231453']","['eng-10383588', 'eng-10379224', nan, nan, nan, 'spa-3767139', 'eng-10380317', 'eng-10374209', nan, 'eng-10382737', nan, nan, 'spa-3766462', 'spa-3767139', nan, 'eng-10379224']",16,"U.S. spot Bitcoin ETFs experienced a significant outflow of $3.2 billion over eight days amid a broader market downturn, with Bitcoin's price dropping below $80,000 for the first time since November, fueled by concerns over inflation and economic instability linked to President Trump's tariff policies.","['Panic', 'Uncertainty', 'Fear']",8.0,"The average retail investor is likely feeling overwhelmed by the significant net outflows from Bitcoin ETFs, the sharp decline in Bitcoin's price, and the associated fears regarding macroeconomic instability. This panic could lead to impulsive selling decisions as they fear further losses, reflecting a herd behavior common in stressful market conditions.",PANIC,none,Extreme Fear,20.0,"['Bitcoin experienced significant outflows from ETFs totaling $3.2 billion over eight days, indicating panic selling.', 'The cryptocurrency market has dropped over 25% from its peak, with Bitcoin falling below $80,000 for the first time since November.', ""Expert warnings about rising inflation and economic instability tied to President Trump's tariff policies have heightened investor anxiety.""]",56.97,0.07,False,0.04,-0.16,0.6,False,0.0026622845323138315,0.00448536150860569,0.005035103044629078,True,56.03,80441.42,80283.34,80348.72,82929.81,201.29,142.09,80956.25,79398.21,1166.37000000001
2025-02-28 07:20:00,"['2025-02-646315658', '2025-02-646315998', '2025-02-646316886', '2025-02-646319104', '2025-02-646321383', '8569236750', '8569245424', '8569248360', '8569249029']","[nan, nan, nan, nan, 'eng-10383150', 'eng-10385049', nan, 'eng-10382415', nan]",9,"Despite a significant downturn in the cryptocurrency market, Bitdeer has invested $4 million in Bitcoin, acquiring 50 BTC and increasing its total holdings to over 640 BTC, while broader market volatility has been exacerbated by macroeconomic factors, including recent tariff announcements by former President Trump.","['Panic', 'Anxiety', 'Cautiousness']",7.0,"The average retail investor is likely feeling heightened anxiety and caution due to the significant downturn in Bitcoin's price, coupled with macroeconomic factors and institutional sell-offs. This fear can lead to defensive positioning, as many investors may feel the urgency to minimize potential losses during such volatile market conditions.",FEAR,none,Extreme Fear,10.0,"[""Bitcoin's price dropped below $80,000, reflecting a significant decline of over 22% this month."", 'Institutional sell-offs, notably by BlackRock, have intensified market fears.', 'The Crypto Fear and Greed Index has fallen to 10, indicating extreme fear among investors.']",-226.56,-0.28,False,0.03,-0.33,0.48,False,0.0023954595198107465,0.004335983581043305,0.0050416371012379805,True,51.85,80390.23,80277.11,80344.32,82903.01,179.06,149.49,80907.33,79530.56,1166.37000000001
2025-02-28 07:30:00,"['2025-02-646326954', '2025-02-646332840', '8569249023', '8569250482', '8569253920', '8569256850', '8569262474']","['eng-10382804', 'eng-10382171', 'eng-10378250', nan, 'eng-10383588', nan, nan]",7,"Bitcoin has fallen below $80,000 for the first time since November, driven by a broader market sell-off and heightened concerns over US tariffs, marking a 25% decline from its January peak and sparking fears of a bear market in the cryptocurrency sector.","['Panic', 'Anxiety', 'Caution']",8.0,"The significant drop in Bitcoin's price below $80,000, coupled with concerns over regulatory actions and macroeconomic factors, is likely to trigger fear and anxiety among retail investors. This may lead to a sense of urgency to sell off assets to prevent further losses, as they often react emotionally to sharp declines, fearing that the situation may worsen.",PANIC,none,Extreme Fear,20.0,"['Bitcoin falls below $80,000, marking a significant decline from its peak and triggering panic selling.', 'The overall cryptocurrency market is experiencing a sharp downturn, with Bitcoin down over 25% from its all-time high.', ""Investor sentiment is heavily influenced by President Trump's impending tariffs, leading to increased risk-off behavior and a flight to safe assets.""]",-7.26,-0.01,False,0.04,-0.16,0.59,False,0.0022971341987631307,0.004253218393549525,0.004240949491513248,True,51.72,80350.02,80270.75,80339.82,82876.41,159.03,151.4,80823.14,79700.51,1166.37000000001
2025-02-28 07:40:00,"['2025-02-646334537', '2025-02-646338182', '8569265978', '8569266274', '8569267739', '8569268261', '8569272653', '8569276115']","[nan, nan, 'eng-10383588', nan, nan, nan, nan, nan]",8,"Bitcoin's price has plummeted below $80,000 amid macroeconomic concerns linked to President Trump's tariff threats and a significant hack of the Bybit exchange, prompting a broader sell-off across cryptocurrencies and traditional markets.","['Panic', 'Uncertainty', 'Fear']",8.0,"The average retail investor is likely feeling a heightened sense of fear and urgency due to the significant price drop in Bitcoin coupled with macroeconomic uncertainties and security breaches. This situation can trigger panic selling behaviors, as investors fear further losses and rush to liquidate their positions, leading to a potential herd mentality.",PANIC,none,Extreme Fear,21.0,"[""Bitcoin's price fell below $80,000, marking a significant decline of over 25% since its all-time high."", ""Increased market volatility due to macroeconomic concerns, particularly around Trump's tariff threats."", 'A significant hack at the Bybit exchange causing fears about security and liquidity in the crypto market.']",34.48,0.04,False,0.03,-0.21,0.56,False,0.0022951172555566233,0.004214952041347362,0.0041902398673124815,True,52.34,80328.49,80269.84,80336.84,82850.41,144.27,149.97,80809.73,79697.73,1160.9700000000012
2025-02-28 07:50:00,"['8569284694', '8569287848', '8569288802', '8569292330']","['spa-3766462', nan, 'spa-3766462', nan]",4,"Bitcoin has fallen below $80,000 for the first time since November 2024, marking a 25% decline from its January peak amid increased investor anxiety due to macroeconomic factors like new tariffs announced by Trump, leading to significant outflows from Bitcoin ETFs and a broader market slump in cryptocurrencies.","['Panic', 'Nervousness', 'Despair']",8.0,"The dramatic drop in Bitcoin's price, along with significant losses in other cryptocurrencies and related stocks, would likely trigger a strong emotional reaction of fear and urgency among retail investors. Concerns about potential further declines, coupled with the psychological threshold of Bitcoin falling below $80,000, may lead many investors to sell off their holdings to mitigate losses, reflecting a panic-driven response.",PANIC,none,Extreme Fear,10.0,"[""Bitcoin's decline below $80,000, marking a significant drop from its peak of $109,000"", 'Over $3.2 billion in net outflows from Bitcoin ETFs, indicating significant investor withdrawal', 'Recent announcements of new tariffs by President Trump contributing to market uncertainty', 'General liquidation in tech stocks and broader market declines affecting cryptocurrencies', 'Historical comparisons to the 2022 crypto market crash, heightening fear among investors']",534.85,0.67,True,0.05,0.13,0.73,False,0.002984779061000531,0.004342145371724388,0.003980976045536492,True,60.82,80446.05,80340.36,80354.95,82830.0,173.73,154.72,80870.6,79669.62,1052.2900000000081
2025-02-28 08:00:00,"['2025-02-646352425', '2025-02-646361149', '2025-02-646362046', '8569296148', '8569296151', '8569297280', '8569299178']","['eng-10383588', nan, 'eng-10373711', 'eng-10390137', 'eng-10385035', 'eng-10382631', nan]",7,"Bitcoin has dropped below $80,000 for the first time since October, breaking its 200-day moving average as market uncertainty, regulatory concerns, and a significant cybersecurity breach weigh on investor sentiment, leading to a 26% decline from its all-time high.","['Uncertainty', 'Caution', 'Pessimism']",8.0,"The significant drop in Bitcoin's price, breaking key technical levels and coupled with negative news around regulatory threats and major hacks, would likely trigger intense fear and urgency among retail investors. This panic can lead to impulsive selling decisions driven by fear of further losses, as they perceive the market to be in a bearish state.",PANIC,none,Fear,40.0,"['Bitcoin dropped below the 200-day SMA and decreased significantly from its peak, indicating a bearish trend.', 'Uncertainty in the market due to proposed tariffs by President Trump and a major cybersecurity breach at Bybit has led to investor caution.', ""Analysts predict further declines in Bitcoin's price, potentially dropping below $70,000, which reflects a risk-off sentiment among investors.""]",467.76,0.58,True,0.09,0.92,0.89,False,0.0031633618432728777,0.00444066087368211,0.004003713078080008,True,66.45,80651.16,80463.84,80390.7,82814.44,232.14,170.21,81069.71,79579.02,1446.520000000004
